movie_id,title,popularity,vote_count,vote_average,release_date,original_language,genre_ids,source_type
1303657,Allegro Pastell,1.47,0,0,2026-04-16,de,"[18, 10749]",upcoming
1337592,Erupcja,1.74,0,0,2026-04-17,en,"[10749, 18, 35]",upcoming
1576369,Bharathanatyam 2 Mohiniyattam,1.75,0,0,2026-04-10,ml,"[35, 53]",upcoming
1202152,The Myth of Maracuda,1.75,8,7.9,2025-05-01,ru,"[10751, 16, 12, 35]",upcoming
1575207,Dilan ITB 1997,1.23,0,0,2026-04-30,id,"[18, 10749]",upcoming
1171153,Köln 75,1.75,45,7.167,2025-03-13,en,"[18, 36, 10402]",upcoming
599019,Big Trip 2: Special Delivery,1.70,96,6.4,2022-10-07,ru,"[16, 10751, 12, 35]",upcoming
1215020,American Sweatshop,1.56,34,5.2,2025-09-19,en,"[53, 9648]",upcoming
1416391,Toaster,1.30,0,0,2026-04-15,hi,[35],upcoming
1461775,Bring Him Down to a Portable Size,1.40,3,7,2025-11-28,ja,[18],upcoming
970348,The Old Oak,1.18,393,7.197,2023-09-29,en,[18],upcoming
1292585,Hayao Miyazaki and the Heron,1.61,34,7.809,2024-10-10,ja,[99],upcoming
1035047,Home Sweet Home,1.37,23,7,2025-11-07,pl,"[18, 53]",upcoming
1595223,2DIE4,1.21,0,0,2026-04-16,en,"[28, 99]",upcoming
1335666,Glenrothan,1.63,0,0,2026-04-17,en,"[18, 35]",upcoming
1143440,The Ice Tower,1.58,19,5.9,2025-09-17,fr,"[18, 14]",upcoming
